25,Jahangirpuri,30,30,30,30,30,30,30,20,20,20,30,20,20,20,20,20,20,20,20,20,20,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,40,30,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,30,30,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,10,10,10,20,20,20,20,20,30,30,30,30,40,40,40,30,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,40,70,70,70,70,70,70,70,70,70,70,70
26,Adarsh Nagar,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,10,20,20,20,20,20,20,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,20,20,20,20,30,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,10,10,10,10,20,20,20,20,30,30,30,30,30,40,30,30,30,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,70,70,70,70,70,70,70,70,70,70,70
27,Azadpur,30,30,30,30,30,20,20,20,20,20,20,20,20,20,10,10,10,20,20,20,20,20,20,10,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,30,30,30,30,30,30,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,10,10,10,10,10,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,70,70,70,70,70,70,70,70,70,70,70
28,Model Town,30,30,30,20,20,20,20,20,20,20,20,20,20,20,20,10,20,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,30,30,30,30,30,30,30,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,30,20,20,20,20,20,20,30,20,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,30,40,40,40,40,40,40,40,30,30,30,30,10,10,10,10,20,20,20,20,30,30,30,30,30,30,30,30,30,30,40,30,30,30,30,30,30,30,30,20,30,30,30,30,30,70,70,70,70,70,70,70,70,70,70,70
29,GTB Nagar,30,30,20,20,20,20,20,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,40,40,40,40,40,30,30,30,30,30,30,20,20,20,20,20,20,20,30,30,30,30,30,30,30,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,30,30,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,40,40,40,40,40,40,30,30,30,10,10,10,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,30,30,30,30,70,70,70,70,70,70,70,70,70,70,70
30,Vishwavidyalaya,30,20,20,20,20,20,20,10,10,20,20,20,20,20,20,20,20,20,20,20,30,20,20,20,20,20,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,30,30,30,30,30,30,30,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,30,30,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,40,30,30,30,30,30,40,40,40,40,40,40,30,30,30,20,10,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,30,30,30,70,70,70,70,70,70,70,70,70,70,70
31,Vidhan Sabha,20,20,20,20,20,20,10,10,10,10,20,20,20,20,20,20,20,20,20,30,30,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,30,30,30,20,30,30,30,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,20,20,20,20,30,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,30,30,20,10,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,30,30,60,60,60,60,60,60,60,60,60,60,60
32,Civil Lines,20,20,20,20,20,20,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,40,40,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,20,30,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,30,30,20,20,20,30,20,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,30,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,30,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,20,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,30,60,60,60,60,60,60,60,60,60,60,60
33,Kashmere Gate,20,20,20,20,20,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,50,50,40,30,30,30,30,30,30,30,30,20,20,20,20,20,10,10,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,30,20,20,20,20,20,20,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,30,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,30,30,20,20,20,20,20,30,30,30,30,30,30,30,30,30,20,20,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,20,60,60,60,60,60,60,60,60,60,60,60
34,Chandhni Chowk,20,20,20,20,20,20,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,50,40,30,30,30,30,30,30,30,20,20,20,20,20,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,30,30,20,20,20,20,20,50,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,20,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,30,30,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,30,30,20,20,20,20,20,30,30,30,30,30,30,30,30,30,20,20,20,20,30,30,30,30,20,20,20,20,20,20,20,20,20,20,30,60,60,60,60,60,60,60,60,60,60,60
35,Chawri Bazar,20,20,20,20,20,20,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,20,20,20,20,20,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,30,30,30,20,20,20,20,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,10,10,10,20,10,10,20,10,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30,30,30,20,30,30,30,30,30,40,40,40,30,30,30,20,20,20,20,30,30,30,30,30,30,30,30,30,20,20,20,20,20,30,30,30,30,30,20,20,20,20,20,20,20,20,30,30,60,60,60,60,60,60,60,60,60,60,60
36,New Delhi,30,20,20,20,20,20,20,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,30,30,30,20,20,20,20,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,10,10,20,20,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30,30,30,20,30,30,30,30,30,30,40,40,30,30,30,30,20,20,30,30,30,30,20,30,30,30,30,20,20,20,20,20,20,30,30,30,30,30,20,20,20,20,20,20,20,30,30,30,60,60,60,60,60,60,60,60,60,60,60
37,Rajiv Chowk,30,30,20,20,20,20,20,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,40,40,40,40,40,40,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,30,20,20,20,20,20,20,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,10,20,20,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,30,30,30,30,30,40,30,30,30,30,30,20,30,30,30,30,20,20,30,30,30,30,20,20,20,20,20,20,30,30,30,30,20,20,20,20,20,20,20,30,30,30,30,60,60,60,60,60,60,60,60,60,60,60
38,Patel Chowk,30,30,30,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,30,30,30,20,20,20,20,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,30,30,30,30,30,30,30,30,20,20,30,20,20,20,20,20,30,30,30,30,30,40,30,30,30,30,30,30,30,30,30,30,20,30,30,30,20,20,20,20,20,20,20,30,30,30,30,30,20,30,30,20,20,30,30,30,30,30,60,60,60,60,60,60,60,60,60,60,60
39,Central Secretariat,30,30,30,30,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,30,30,30,30,30,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,30,30,30,20,20,20,20,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,30,30,30,30,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,10,20,20,30,30,30,30,30,20,30,30,30,20,30,30,30,30,30,60,60,60,60,60,60,60,60,60,60,60
40,Udyog Bhawan,30,30,30,30,30,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,10,20,20,20,20,30,30,30,30,30,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,30,30,30,30,20,20,20,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,30,30,30,30,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,10,10,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,60,60,60,60,60,60,60,60,60,60,60
41,Lok Kalyan Marg,30,30,30,30,30,30,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,30,30,30,30,30,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,20,20,20,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,30,30,30,30,30,20,20,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,40,40,30,30,30,30,30,30,30,30,30,30,30,20,20,20,10,10,10,10,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,60,60,60,60,60,60,60,60,60,60,60
42,Jorbagh,30,30,30,30,30,30,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,30,30,30,30,30,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,30,30,30,30,30,30,20,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,20,20,20,10,20,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,30,30,30,30,30,20,20,20,20,20,20,20,20,10,20,20,20,20,20,30,30,30,30,40,30,30,30,30,30,30,30,30,30,30,30,20,20,20,10,10,10,10,10,40,30,30,30,30,30,30,30,30,30,30,30,30,30,40,50,50,50,50,50,50,50,50,50,50,50
43,INA,30,30,30,30,30,30,30,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,20,20,20,20,20,30,30,30,30,30,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,30,30,30,30,30,30,30,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,30,20,20,20,20,20,10,20,20,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,50,30,30,30,30,20,20,20,20,20,20,20,20,20,10,10,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,10,10,10,10,10,10,40,40,30,30,30,30,30,30,30,30,30,30,30,40,40,50,50,50,50,50,50,50,50,50,50,50
44,AIIMS,40,30,30,30,30,30,30,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,20,20,20,20,20,30,30,30,30,30,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,30,30,30,30,30,30,30,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,30,30,20,20,20,20,20,20,20,20,10,10,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,10,10,10,10,10,10,40,40,40,30,30,30,30,30,30,30,30,30,40,40,40,50,50,50,50,50,50,50,50,50,50,50
45,Green Park,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,20,20,20,20,30,30,30,30,30,30,40,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,40,30,30,30,30,30,30,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,10,20,20,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,50,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,10,20,20,20,20,30,30,30,30,30,40,30,40,40,30,30,30,30,30,30,20,20,20,10,10,10,10,10,40,40,40,40,30,30,30,30,30,30,30,30,40,40,40,50,50,50,50,50,50,50,50,50,50,50
46,Hauz Khas,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,40,40,30,30,30,30,30,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,30,30,30,30,40,40,40,40,40,30,30,30,30,30,30,20,20,20,10,10,10,20,40,40,40,40,30,30,30,40,30,30,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50
47,Malviya Nagar,40,40,40,40,40,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,10,10,10,20,20,20,30,30,30,30,30,40,30,30,30,40,40,40,40,30,30,30,30,30,30,30,20,30,30,30,30,30,30,30,30,30,30,30,40,40,40,30,40,40,40,40,40,40,40,40,40,50,50,50,50,40,40,40,40,30,30,30,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,30,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,50,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,10,20,20,20,20,30,30,30,30,30,40,40,40,40,40,40,30,30,30,30,30,20,20,20,20,20,20,20,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50
48,Saket,40,40,40,40,40,40,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,10,10,10,20,20,20,30,30,30,30,40,40,30,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,30,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,40,40,40,40,30,30,30,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,30,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,20,20,20,20,30,30,30,30,40,40,40,40,40,40,40,40,30,30,30,30,20,20,20,20,20,20,20,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50
49,Qutab Minar,40,40,40,40,40,40,40,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,10,10,10,10,10,10,10,20,20,20,20,30,30,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,40,40,40,40,40,40,30,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,20,30,30,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,40,30,30,30,30,30,30,20,20,20,20,20,20,10,20,20,20,20,20,30,30,30,30,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,20,20,20,20,20,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
50,Chhattarpur,40,40,40,40,40,40,40,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,10,10,10,10,10,10,20,20,20,20,20,30,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,40,30,30,30,30,30,30,30,30,30,30,30,30,30,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,40,40,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,20,20,20,20,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
51,Sultanpur,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,10,10,10,10,10,10,20,20,20,20,20,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,20,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,20,30,30,50,50,40,40,40,40,40,40,40,40,40,40,40,50,50,40,40,40,40,40,40,40,40,40,40,40
52,Ghitorni,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,10,10,10,10,10,20,20,20,20,20,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,40,40,40,30,30,30,30,30,30,30,30,20,20,20,20,20,30,30,30,30,30,40,40,40,40,50,40,40,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,50,50,50,40,40,40,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,40,40,40,40,40
53,Arjan Garh,50,50,50,50,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,20,20,20,10,10,10,10,10,10,20,20,40,40,40,40,40,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,40,40,40,40,40,30,30,30,30,30,30,30,30,20,30,30,30,30,30,30,40,40,40,40,40,50,50,50,50,50,50,40,40,40,40,40,30,30,30,30,30,30,30,50,50,50,50,50,40,50,50,50,40,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30
